,Tipo,SKU,"GTIN, UPC, EAN o ISBN",Nombre,Publicado,¿Está destacado?,Visibilidad en el catálogo,Descripción corta,Descripción,Día en que empieza el precio rebajado,Día en que termina el precio rebajado,Estado del impuesto,Clase de impuesto,¿Existencias?,Inventario,Cantidad de bajo inventario,¿Permitir reservas de productos agotados?,¿Vendido individualmente?,Peso (kg),Longitud (cm),Anchura (cm),Altura (cm),¿Permitir valoraciones de clientes?,Nota de compra,Precio rebajado,Precio normal,Categorías,Etiquetas,Clase de envío,Imágenes,Límite de descargas,Días de caducidad de la descarga,Superior,Productos agrupados,Ventas dirigidas,Ventas cruzadas,URL externa,Texto del botón,Posición,Marcas,Datos personalizados de Blocksy,Imágenes de variación de Blocksy,Nombre del atributo 1,Valor(es) del atributo 1,Atributo visible 1,Atributo global 1,Nombre del atributo 2,Valor(es) del atributo 2,Atributo visible 2,Atributo global 2,Atributo por defecto 1,Atributo por defecto 2
,variation,,,Mica de Cristal Templado 9D Transparente - iPhone 16 Pro Max,1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,,149,,,,,,,IUKU0007,,,,,,14,,,,Modelo,iPhone 16 Pro Max,,0,,,,,,
,variation,,,Mica de cristal templado acabado mate - iPhone 12 / 12 Pro,1,0,visible,,,,,taxable,parent,1,10,,0,0,,,,,0,,99,149,,,,,,,IUKU0005,,,,,,1,,,,Modelo,iPhone 12 / 12 Pro,,0,,,,,,
,variation,,,Mica de cristal templado acabado mate - iPhone 12 Pro Max,1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,99,149,,,,,,,IUKU0005,,,,,,2,,,,Modelo,iPhone 12 Pro Max,,0,,,,,,
,variation,,,Mica de cristal templado acabado mate - iPhone 13 / 13 Pro / 14,1,0,visible,,,,,taxable,parent,1,9,,0,0,,,,,0,,99,149,,,,,,,IUKU0005,,,,,,3,,,,Modelo,iPhone 13 / 13 Pro / 14,,0,,,,,,
,variation,,,Mica de cristal templado acabado mate - iPhone 13 Pro Max,1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,99,149,,,,,,,IUKU0005,,,,,,4,,,,Modelo,iPhone 13 Pro Max,,0,,,,,,
,variation,,,Mica de cristal templado acabado mate - iPhone 14 Plus,1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,99,149,,,,,,,IUKU0005,,,,,,5,,,,Modelo,iPhone 14 Plus,,0,,,,,,
,variation,,,Mica de cristal templado acabado mate - iPhone 14 Pro,1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,99,149,,,,,,,IUKU0005,,,,,,6,,,,Modelo,iPhone 14 Pro,,0,,,,,,
,variation,,,Mica de cristal templado acabado mate - iPhone 14 Pro Max,1,0,visible,,,,,taxable,parent,1,6,,0,0,,,,,0,,99,149,,,,,,,IUKU0005,,,,,,7,,,,Modelo,iPhone 14 Pro Max,,0,,,,,,
,variation,,,Mica de Cristal Templado con Filtro de Privacidad - iPhone 12 / 12 Pro,1,0,visible,,,,,taxable,parent,1,8,,0,0,,,,,0,,,199,,,,,,,IUKU0006,,,,,,1,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 12 / 12 Pro,,0,,,,,,
,variation,,,Mica de Cristal Templado con Filtro de Privacidad - iPhone 12 Pro Max,1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,,199,,,,,,,IUKU0006,,,,,,2,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 12 Pro Max,,0,,,,,,
,variation,,,Mica de Cristal Templado con Filtro de Privacidad - iPhone 13 / 13 Pro / 14,1,0,visible,,,,,taxable,parent,1,14,,0,0,,,,,0,,,199,,,,,,,IUKU0006,,,,,,3,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 13 / 13 Pro / 14,,0,,,,,,
,variation,,,Mica de Cristal Templado con Filtro de Privacidad - iPhone 13 Pro Max,1,0,visible,,,,,taxable,parent,1,7,,0,0,,,,,0,,,199,,,,,,,IUKU0006,,,,,,4,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 13 Pro Max,,0,,,,,,
,variation,,,Mica de Cristal Templado con Filtro de Privacidad - iPhone 14 Plus,1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,,199,,,,,,,IUKU0006,,,,,,5,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 14 Plus,,0,,,,,,
,variation,,,Mica de Cristal Templado con Filtro de Privacidad - iPhone 14 Pro,1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,,199,,,,,,,IUKU0006,,,,,,6,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 14 Pro,,0,,,,,,
,variation,,,Mica de Cristal Templado con Filtro de Privacidad - iPhone 14 Pro Max,1,0,visible,,,,,taxable,parent,1,10,,0,0,,,,,0,,,199,,,,,,,IUKU0006,,,,,,7,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 14 Pro Max,,0,,,,,,
,variation,,,Mica de Cristal Templado con Filtro de Privacidad - iPhone 15 / 15 Pro / 16,1,0,visible,,,,,taxable,parent,1,12,,0,0,,,,,0,,,199,,,,,,,IUKU0006,,,,,,10,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 15 / 15 Pro / 16,,0,,,,,,
,variation,,,Mica de Cristal Templado con Filtro de Privacidad - iPhone 15 Plus / 15 Pro Max,1,0,visible,,,,,taxable,parent,1,15,,0,0,,,,,0,,,199,,,,,,,IUKU0006,,,,,,8,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 15 Plus / 15 Pro Max,,0,,,,,,
,variation,,,Mica de Cristal Templado con Filtro de Privacidad - iPhone 16 Plus,1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,,199,,,,,,,IUKU0006,,,,,,9,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 16 Plus,,0,,,,,,
,variation,,,Mica de Cristal Templado con Filtro de Privacidad - iPhone 16 Pro,1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,,199,,,,,,,IUKU0006,,,,,,11,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 16 Pro,,0,,,,,,
,variation,,,Mica de Cristal Templado con Filtro de Privacidad - iPhone 16 Pro Max,1,0,visible,,,,,taxable,parent,1,6,,0,0,,,,,0,,,199,,,,,,,IUKU0006,,,,,,14,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 16 Pro Max,,0,,,,,,
,variation,,,"Protector de cámara individual de cerámica - iPhone 12 Pro / 12 Pro Max, Negro",1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,99,149,,,,https://iuku.store/wp-content/uploads/2025/03/modulo-de-camara-15.jpeg,,,IUKU0012,,,,,,9,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 12 Pro / 12 Pro Max,,0,Color,Negro,,0,,
,variation,,,"Protector de cámara individual de cerámica - iPhone 12 Pro / 12 Pro Max, Plateado",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,99,149,,,,https://iuku.store/wp-content/uploads/2025/03/modulo-de-camara-14.jpeg,,,IUKU0012,,,,,,8,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 12 Pro / 12 Pro Max,,0,Color,Plateado,,0,,
,variation,,,"Protector de cámara individual de cerámica - iPhone 13 Pro Max / 15 Pro Max / 16 Pro Max, Gold",1,0,visible,,,,,taxable,parent,1,8,,0,0,,,,,0,,99,149,,,,https://iuku.store/wp-content/uploads/2025/03/modulo-de-camara-13.jpeg,,,IUKU0012,,,,,,4,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 13 Pro Max / 15 Pro Max / 16 Pro Max,,0,Color,Gold,,0,,
,variation,,,"Protector de cámara individual de cerámica - iPhone 13 Pro Max / 15 Pro Max / 16 Pro Max, Negro",1,0,visible,,,,,taxable,parent,1,6,,0,0,,,,,0,,99,149,,,,https://iuku.store/wp-content/uploads/2025/03/modulo-de-camara-15.jpeg,,,IUKU0012,,,,,,3,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 13 Pro Max / 15 Pro Max / 16 Pro Max,,0,Color,Negro,,0,,
,variation,,,"Protector de cámara individual de cerámica - iPhone 13 Pro Max / 15 Pro Max / 16 Pro Max, Plateado",1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,99,149,,,,https://iuku.store/wp-content/uploads/2025/03/modulo-de-camara-14.jpeg,,,IUKU0012,,,,,,2,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 13 Pro Max / 15 Pro Max / 16 Pro Max,,0,Color,Plateado,,0,,
,variation,,,"Protector de cámara individual de cerámica - iPhone 14 / 15 / 16 / 16 Plus, Gold",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,99,149,,,,https://iuku.store/wp-content/uploads/2025/03/modulo-de-camara-13.jpeg,,,IUKU0012,,,,,,7,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 14 / 15 / 16 / 16 Plus,,0,Color,Gold,,0,,
,variation,,,"Protector de cámara individual de cerámica - iPhone 14 / 15 / 16 / 16 Plus, Negro",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,99,149,,,,https://iuku.store/wp-content/uploads/2025/03/modulo-de-camara-15.jpeg,,,IUKU0012,,,,,,6,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 14 / 15 / 16 / 16 Plus,,0,Color,Negro,,0,,
,variation,,,"Protector de cámara individual de cerámica - iPhone 14 / 15 / 16 / 16 Plus, Plateado",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,99,149,,,,https://iuku.store/wp-content/uploads/2025/03/modulo-de-camara-14.jpeg,,,IUKU0012,,,,,,5,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 14 / 15 / 16 / 16 Plus,,0,Color,Plateado,,0,,
,variation,,,Protector de cristal templado para módulo de cámara - iPhone 12,1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,,149,,,,,,,IUKU0008,,,,,,1,,,,Modelo,iPhone 12,,0,,,,,,
,variation,,,Protector de cristal templado para módulo de cámara - iPhone 12 Pro / 12 Pro Max,1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,,149,,,,,,,IUKU0008,,,,,,3,,,,Modelo,iPhone 12 Pro / 12 Pro Max,,0,,,,,,
,variation,,,Protector de cristal templado para módulo de cámara - iPhone 13,1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,149,,,,,,,IUKU0008,,,,,,5,,,,Modelo,iPhone 13,,0,,,,,,
,variation,,,Protector de cristal templado para módulo de cámara - iPhone 13 Pro / 13 Pro Max,1,0,visible,,,,,taxable,parent,1,8,,0,0,,,,,0,,,149,,,,,,,IUKU0008,,,,,,7,,,,Modelo,iPhone 13 Pro / 13 Pro Max,,0,,,,,,
,variation,,,Protector de cristal templado para módulo de cámara - iPhone 14 / 14 Plus,1,0,visible,,,,,taxable,parent,1,6,,0,0,,,,,0,,,149,,,,,,,IUKU0008,,,,,,9,,,,Modelo,iPhone 14 / 14 Plus,,0,,,,,,
,variation,,,Protector de cristal templado para módulo de cámara - iPhone 14 Pro / 14 Pro Max,1,0,visible,,,,,taxable,parent,1,12,,0,0,,,,,0,,,149,,,,,,,IUKU0008,,,,,,11,,,,Modelo,iPhone 14 Pro / 14 Pro Max,,0,,,,,,
,variation,,,Protector de cristal templado para módulo de cámara - iPhone 15 / 15 Plus,1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,149,,,,,,,IUKU0008,,,,,,13,,,,Modelo,iPhone 15 / 15 Plus,,0,,,,,,
,variation,,,Protector de cristal templado para módulo de cámara - iPhone 15 Pro / 15 Pro Max,1,0,visible,,,,,taxable,parent,1,13,,0,0,,,,,0,,,149,,,,,,,IUKU0008,,,,,,15,,,,Modelo,iPhone 15 Pro / 15 Pro Max,,0,,,,,,
,variation,,,Protector de cristal templado para módulo de cámara - iPhone 16 / 16 Plus,1,0,visible,,,,,taxable,parent,1,14,,0,0,,,,,0,,,149,,,,,,,IUKU0008,,,,,,17,,,,Modelo,iPhone 16 / 16 Plus,,0,,,,,,
,variation,,,Protector de cristal templado para módulo de cámara - iPhone 16 Pro,1,0,visible,,,,,taxable,parent,1,12,,0,0,,,,,0,,,149,,,,,,,IUKU0008,,,,,,19,,,,Modelo,iPhone 16 Pro,,0,,,,,,
,variation,,,Protector de cristal templado para módulo de cámara - iPhone 16 Pro Max,1,0,visible,,,,,taxable,parent,1,12,,0,0,,,,,0,,,149,,,,https://iuku.store/wp-content/uploads/2025/03/modulo-de-camara-1.jpeg,,,IUKU0008,,,,,,21,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 16 Pro Max,,0,,,,,,
