ID,Tipo,SKU,"GTIN, UPC, EAN o ISBN",Nombre,Publicado,¿Está destacado?,Visibilidad en el catálogo,Descripción corta,Descripción,Día en que empieza el precio rebajado,Día en que termina el precio rebajado,Estado del impuesto,Clase de impuesto,¿Existencias?,Inventario,Cantidad de bajo inventario,¿Permitir reservas de productos agotados?,¿Vendido individualmente?,Peso (kg),Longitud (cm),Anchura (cm),Altura (cm),¿Permitir valoraciones de clientes?,Nota de compra,Precio rebajado,Precio normal,Categorías,Etiquetas,Clase de envío,Imágenes,Límite de descargas,Días de caducidad de la descarga,Superior,Productos agrupados,Ventas dirigidas,Ventas cruzadas,URL externa,Texto del botón,Posición,Marcas,Datos personalizados de Blocksy,Imágenes de variación de Blocksy,Nombre del atributo 1,Valor(es) del atributo 1,Atributo visible 1,Atributo global 1,Nombre del atributo 2,Valor(es) del atributo 2,Atributo visible 2,Atributo global 2,Atributo por defecto 1,Atributo por defecto 2
4638,variation,,,Mica de Cristal Templado Transparente - iPhone 15 Plus / 15 Pro Max,1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,149,,,,,,,IUKU0007,,,,,,9,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 15 Plus / 15 Pro Max,,0,,,,,,
4639,variation,,,Mica de Cristal Templado Transparente - iPhone 16 Pro,1,0,visible,,,,,taxable,parent,1,7,,0,0,,,,,0,,,149,,,,,,,IUKU0007,,,,,,11,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 16 Pro,,0,,,,,,
4640,variation,,,Mica de Cristal Templado Transparente - iPhone 16 Pro Max,1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,,149,,,,,,,IUKU0007,,,,,,12,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 16 Pro Max,,0,,,,,,
4641,variation,,,Mica de Cristal Templado Acabado Mate - iPhone 12 / 12 Pro,1,0,visible,,,,,taxable,parent,1,10,,0,0,,,,,0,,99,149,,,,,,,IUKU0005,,,,,,1,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 12 / 12 Pro,,0,,,,,,
4642,variation,,,Mica de Cristal Templado Acabado Mate - iPhone 12 Pro Max,1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,99,149,,,,,,,IUKU0005,,,,,,2,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 12 Pro Max,,0,,,,,,
4643,variation,,,Mica de Cristal Templado Acabado Mate - iPhone 13 / 13 Pro / 14,1,0,visible,,,,,taxable,parent,1,9,,0,0,,,,,0,,99,149,,,,,,,IUKU0005,,,,,,3,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 13 / 13 Pro / 14,,0,,,,,,
4644,variation,,,Mica de Cristal Templado Acabado Mate - iPhone 13 Pro Max,1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,99,149,,,,,,,IUKU0005,,,,,,4,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 13 Pro Max,,0,,,,,,
4645,variation,,,Mica de Cristal Templado Acabado Mate - iPhone 14 Plus,1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,99,149,,,,,,,IUKU0005,,,,,,5,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 14 Plus,,0,,,,,,
4646,variation,,,Mica de Cristal Templado Acabado Mate - iPhone 14 Pro,1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,99,149,,,,,,,IUKU0005,,,,,,6,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 14 Pro,,0,,,,,,
4647,variation,,,Mica de Cristal Templado Acabado Mate - iPhone 14 Pro Max,1,0,visible,,,,,taxable,parent,1,6,,0,0,,,,,0,,99,149,,,,,,,IUKU0005,,,,,,7,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 14 Pro Max,,0,,,,,,
4648,variation,,,Mica de Cristal Templado con Filtro de Privacidad - iPhone 12 / 12 Pro,1,0,visible,,,,,taxable,parent,1,8,,0,0,,,,,0,,,199,,,,,,,IUKU0006,,,,,,1,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 12 / 12 Pro,,0,,,,,,
4649,variation,,,Mica de Cristal Templado con Filtro de Privacidad - iPhone 12 Pro Max,1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,,199,,,,,,,IUKU0006,,,,,,2,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 12 Pro Max,,0,,,,,,
4650,variation,,,Mica de Cristal Templado con Filtro de Privacidad - iPhone 13 / 13 Pro / 14,1,0,visible,,,,,taxable,parent,1,14,,0,0,,,,,0,,,199,,,,,,,IUKU0006,,,,,,3,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 13 / 13 Pro / 14,,0,,,,,,
4651,variation,,,Mica de Cristal Templado con Filtro de Privacidad - iPhone 13 Pro Max,1,0,visible,,,,,taxable,parent,1,7,,0,0,,,,,0,,,199,,,,,,,IUKU0006,,,,,,4,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 13 Pro Max,,0,,,,,,
4652,variation,,,Mica de Cristal Templado con Filtro de Privacidad - iPhone 14 Plus,1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,,199,,,,,,,IUKU0006,,,,,,5,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 14 Plus,,0,,,,,,
4653,variation,,,Mica de Cristal Templado con Filtro de Privacidad - iPhone 14 Pro,1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,,199,,,,,,,IUKU0006,,,,,,6,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 14 Pro,,0,,,,,,
4654,variation,,,Mica de Cristal Templado con Filtro de Privacidad - iPhone 14 Pro Max,1,0,visible,,,,,taxable,parent,1,10,,0,0,,,,,0,,,199,,,,,,,IUKU0006,,,,,,7,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 14 Pro Max,,0,,,,,,
4655,variation,,,Mica de Cristal Templado con Filtro de Privacidad - iPhone 15 / 15 Pro / 16,1,0,visible,,,,,taxable,parent,1,12,,0,0,,,,,0,,,199,,,,,,,IUKU0006,,,,,,10,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 15 / 15 Pro / 16,,0,,,,,,
4656,variation,,,Mica de Cristal Templado con Filtro de Privacidad - iPhone 15 Plus / 15 Pro Max,1,0,visible,,,,,taxable,parent,1,15,,0,0,,,,,0,,,199,,,,,,,IUKU0006,,,,,,8,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 15 Plus / 15 Pro Max,,0,,,,,,
4657,variation,,,Mica de Cristal Templado con Filtro de Privacidad - iPhone 16 Plus,1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,,199,,,,,,,IUKU0006,,,,,,9,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 16 Plus,,0,,,,,,
4658,variation,,,Mica de Cristal Templado con Filtro de Privacidad - iPhone 16 Pro,1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,,199,,,,,,,IUKU0006,,,,,,11,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 16 Pro,,0,,,,,,
4659,variation,,,Mica de Cristal Templado con Filtro de Privacidad - iPhone 16 Pro Max,1,0,visible,,,,,taxable,parent,1,6,,0,0,,,,,0,,,199,,,,,,,IUKU0006,,,,,,12,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 16 Pro Max,,0,,,,,,
4660,variation,,,"Protector de Cerámica Individual para Lentes de Cámara - iPhone 12 Pro / 12 Pro Max, Negro",1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,99,149,,,,https://iuku.store/wp-content/uploads/2025/03/modulo-de-camara-15.jpeg,,,IUKU0012,,,,,,8,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 12 Pro / 12 Pro Max,,0,Color,Negro,,0,,
4661,variation,,,"Protector de Cerámica Individual para Lentes de Cámara - iPhone 12 Pro / 12 Pro Max, Plateado",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,99,149,,,,https://iuku.store/wp-content/uploads/2025/03/modulo-de-camara-14.jpeg,,,IUKU0012,,,,,,7,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 12 Pro / 12 Pro Max,,0,Color,Plateado,,0,,
4662,variation,,,"Protector de Cerámica Individual para Lentes de Cámara - iPhone 13 Pro Max / 15 Pro Max / 16 Pro Max, Gold",1,0,visible,,,,,taxable,parent,1,8,,0,0,,,,,0,,99,149,,,,https://iuku.store/wp-content/uploads/2025/03/modulo-de-camara-13.jpeg,,,IUKU0012,,,,,,3,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 13 Pro Max / 15 Pro Max / 16 Pro Max,,0,Color,Gold,,0,,
4663,variation,,,"Protector de Cerámica Individual para Lentes de Cámara - iPhone 13 Pro Max / 15 Pro Max / 16 Pro Max, Negro",1,0,visible,,,,,taxable,parent,1,6,,0,0,,,,,0,,99,149,,,,https://iuku.store/wp-content/uploads/2025/03/modulo-de-camara-15.jpeg,,,IUKU0012,,,,,,2,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 13 Pro Max / 15 Pro Max / 16 Pro Max,,0,Color,Negro,,0,,
4664,variation,,,"Protector de Cerámica Individual para Lentes de Cámara - iPhone 13 Pro Max / 15 Pro Max / 16 Pro Max, Plateado",1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,99,149,,,,https://iuku.store/wp-content/uploads/2025/03/modulo-de-camara-14.jpeg,,,IUKU0012,,,,,,1,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 13 Pro Max / 15 Pro Max / 16 Pro Max,,0,Color,Plateado,,0,,
4665,variation,,,"Protector de Cerámica Individual para Lentes de Cámara - iPhone 14 / 15 / 16 / 16 Plus, Gold",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,99,149,,,,https://iuku.store/wp-content/uploads/2025/03/modulo-de-camara-13.jpeg,,,IUKU0012,,,,,,6,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 14 / 15 / 16 / 16 Plus,,0,Color,Gold,,0,,
4666,variation,,,"Protector de Cerámica Individual para Lentes de Cámara de cerámica - iPhone 14 / 15 / 16 / 16 Plus, Negro",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,99,149,,,,https://iuku.store/wp-content/uploads/2025/03/modulo-de-camara-15.jpeg,,,IUKU0012,,,,,,5,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 14 / 15 / 16 / 16 Plus,,0,Color,Negro,,0,,
4667,variation,,,"Protector de Cerámica Individual para Lentes de Cámara - iPhone 14 / 15 / 16 / 16 Plus, Plateado",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,99,149,,,,https://iuku.store/wp-content/uploads/2025/03/modulo-de-camara-14.jpeg,,,IUKU0012,,,,,,4,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 14 / 15 / 16 / 16 Plus,,0,Color,Plateado,,0,,
4668,variation,,,Protector de Cristal Templado para Módulo de Cámara - iPhone 12,1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,,149,,,,,,,IUKU0008,,,,,,1,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 12,,0,,,,,,
4669,variation,,,Protector de Cristal Templado para Módulo de Cámara - iPhone 12 Pro / 12 Pro Max,1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,,149,,,,,,,IUKU0008,,,,,,2,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 12 Pro / 12 Pro Max,,0,,,,,,
4670,variation,,,Protector de Cristal Templado para Módulo de Cámara - iPhone 13,1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,149,,,,,,,IUKU0008,,,,,,3,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 13,,0,,,,,,
4671,variation,,,Protector de Cristal Templado para Módulo de Cámara - iPhone 13 Pro / 13 Pro Max,1,0,visible,,,,,taxable,parent,1,8,,0,0,,,,,0,,,149,,,,,,,IUKU0008,,,,,,4,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 13 Pro / 13 Pro Max,,0,,,,,,
4672,variation,,,Protector de Cristal Templado para Módulo de Cámara - iPhone 14 / 14 Plus,1,0,visible,,,,,taxable,parent,1,6,,0,0,,,,,0,,,149,,,,,,,IUKU0008,,,,,,5,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 14 / 14 Plus,,0,,,,,,
4673,variation,,,Protector de Cristal Templado para Módulo de Cámara - iPhone 14 Pro / 14 Pro Max,1,0,visible,,,,,taxable,parent,1,12,,0,0,,,,,0,,,149,,,,,,,IUKU0008,,,,,,6,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 14 Pro / 14 Pro Max,,0,,,,,,
4674,variation,,,Protector de Cristal Templado para Módulo de Cámara - iPhone 15 / 15 Plus,1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,149,,,,,,,IUKU0008,,,,,,7,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 15 / 15 Plus,,0,,,,,,
4675,variation,,,Protector de Cristal Templado para Módulo de Cámara - iPhone 15 Pro / 15 Pro Max,1,0,visible,,,,,taxable,parent,1,13,,0,0,,,,,0,,,149,,,,,,,IUKU0008,,,,,,8,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 15 Pro / 15 Pro Max,,0,,,,,,
4676,variation,,,Protector de Cristal Templado para Módulo de Cámara - iPhone 16 / 16 Plus,1,0,visible,,,,,taxable,parent,1,14,,0,0,,,,,0,,,149,,,,,,,IUKU0008,,,,,,9,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 16 / 16 Plus,,0,,,,,,
4677,variation,,,Protector de Cristal Templado para Módulo de Cámara - iPhone 16 Pro,1,0,visible,,,,,taxable,parent,1,12,,0,0,,,,,0,,,149,,,,,,,IUKU0008,,,,,,10,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 16 Pro,,0,,,,,,
4678,variation,,,Protector de Cristal Templado para Módulo de Cámara - iPhone 16 Pro Max,1,0,visible,,,,,taxable,parent,1,12,,0,0,,,,,0,,,149,,,,https://iuku.store/wp-content/uploads/2025/03/modulo-de-camara-1.jpeg,,,IUKU0008,,,,,,11,,,"{""gallery_source"":""default"",""images"":[]}",Modelo,iPhone 16 Pro Max,,0,,,,,,
